id;char;pinyin;translation;hsk_level
3556;过敏;guò mǐn;"oversensitive; allergic; allergy";5
3557;过于;guò yú;"too much; excessively";5
3558;害;hài;"to do harm to; to cause trouble to; harm; evil; calamity";5
3559;汗;hàn;"perspiration; sweat; to be speechless (out of helplessness, embarrassment etc) (Internet slang used as an interjection)";5
3560;好运;hǎo yùn;good luck;5
3561;号召;hào zhào;"to call; to appeal";5
3562;合并;hé bìng;"to merge; to annex";5
3563;合成;hé chéng;"to compose; to constitute; compound; synthesis; mixture; synthetic";5
3564;盒;hé;"small box; case";5
3565;盒饭;hé fàn;meal in a partitioned box;5
3566;盒子;hé zi;"box; case";5
3567;贺卡;hè kǎ;"greeting card; congratulation card";5
3568;恨;hèn;"to hate; to regret";5
3569;猴;hóu;monkey;5
3570;后悔;hòu huǐ;"to regret; to repent";5
3571;胡同;hú tòng;"lane; alley";5
3572;胡子;hú zi;"beard; mustache or whiskers; facial hair; (coll.) bandit";5
3573;虎;hǔ;tiger;5
3574;华语;huá yǔ;Chinese language;5
3575;滑;huá;"to slip; to slide; smooth; slippery; cunning";5
3576;化石;huà shí;fossil;5
3577;划分;huà fēn;"to divide up; to partition; to differentiate";5
3578;画面;huà miàn;"scene; tableau; picture; image; screen (displayed by a computer); (motion picture) frame; field of view";5
3579;环节;huán jié;"(zoology) segment (of the body of a worm, centipede etc); (fig.) a part of an integrated whole: aspect (of a project), element (of a policy), sector (of the economy), stage (of a process), etc";5
3580;慌;huāng;"to get panicky; to lose one’s head; (coll.) (after 得) unbearably; terribly";5
3581;慌忙;huāng máng;"in a great rush; in a flurry";5
3582;灰色;huī sè;"gray; ash gray; grizzly; pessimistic; gloomy; dispirited; ambiguous";5
3583;恢复;huī fù;"to reinstate; to resume; to restore; to recover; to regain; to rehabilitate";5
3584;回报;huí bào;"(in) return; reciprocation; payback; retaliation; to report back; to reciprocate";5
3585;回避;huí bì;"to shun; to avoid (sb); to skirt; to evade (an issue); to step back; to withdraw; to recuse (a judge etc)";5
3586;回顾;huí gù;"to look back; to review";5
3587;回收;huí shōu;"to recycle; to reclaim; to retrieve; to recover; to recall (a defective product)";5
3588;回头;huí tóu;"to turn round; to turn one’s head; later; by and by";5
3589;回信;huí xìn;"to reply; to write back; letter written in reply";5
3590;回忆;huí yì;"to recall; memories";5
3591;汇款;huì kuǎn;"to remit money; remittance";5
3592;会谈;huì tán;"talks; discussions";5
3593;活力;huó lì;"energy; vitality; vigor; vital force";5
3594;活泼;huó po;"lively; vivacious; brisk; active; (chemistry) reactive";5
3595;火柴;huǒ chái;match (for lighting fire);5
3596;火腿;huǒ tuǐ;ham;5
3597;火灾;huǒ zāi;fire (that burns buildings etc);5
3598;或是;huò shì;"or; either one or the other";5
3599;机器人;jī qì rén;"mechanical person; robot; android";5
3600;机制;jī zhì;"machine processed; machine made; mechanism";5
3601;肌肉;jī ròu;"muscle; flesh";5
3602;基地;jī dì;"base (of operations); industrial or military base; al-Qaeda";5
3603;基金;jī jīn;fund;5
3604;即使;jí shǐ;"even if; even though";5
3605;集团;jí tuán;"group; bloc; corporation; conglomerate";5
3606;挤;jǐ;"to crowd in; to cram in; to force others aside; to press; to squeeze; to find (time in one’s busy schedule)";5
3607;记忆;jì yì;"to remember; to recall; memory";5
3608;技能;jì néng;"technical ability; skill";5
3609;继承;jì chéng;"to inherit; to succeed to (the throne etc); to carry on (a tradition etc)";5
3610;加热;jiā rè;to heat;5
3611;加上;jiā shàng;"plus; to put in; to add; to add on; to add into; in addition; on top of that";5
3612;加速;jiā sù;"to speed up; to expedite";5
3613;加以;jiā yǐ;"in addition; moreover; (used before a disyllabic verb to indicate that the action of the verb is applied to sth or sb previously mentioned); to apply (restrictions etc) to (sb); to give (support, consideration etc) to (sth)";5
3614;夹;jiā;"to press from either side; to place in between; to sandwich; to carry sth under armpit; wedged between; between; to intersperse; to mix; to mingle; clip; folder; Taiwan pr. [jiá]";5
3615;甲;jiǎ;"first of the ten Heavenly Stems 十天干[shí tiān gān]; (used for an unspecified person or thing); first (in a list, as a party to a contract etc); letter “A” or Roman “I” in list “A, B, C”, or “I, II, III” etc; armor plating; shell or carapace; (of the fingers or toes) nail; bladed leather or metal armor (old); ranking system used in the Imperial examinations (old); civil administration unit (old); ancient Chinese compass point: 75°";5
3616;价;jià;"price; value; (chemistry) valence";5
3617;驾驶;jià shǐ;"to pilot (ship, airplane etc); to drive";5
3618;驾照;jià zhào;driver’s license;5
3619;坚定;jiān dìng;"firm; steady; staunch; resolute";5
3620;肩;jiān;"shoulder; to shoulder (responsibilities etc)";5
3621;艰苦;jiān kǔ;"difficult; hard; arduous";5
3622;艰难;jiān nán;"difficult; hard; challenging";5
3623;检验;jiǎn yàn;"to inspect; to examine; to test";5
3624;减轻;jiǎn qīng;"to lighten; to ease; to alleviate";5
3625;剪;jiǎn;"scissors; shears; clippers; to cut with scissors; to trim; to wipe out or exterminate";5
3626;剪刀;jiǎn dāo;scissors;5
3627;剪子;jiǎn zi;"clippers; scissors; shears";5
3628;间接;jiàn jiē;indirect;5
3629;建造;jiàn zào;"to construct; to build";5
3630;建筑;jiàn zhù;"to construct; building";5
3631;健全;jiàn quán;"robust; sound";5
3632;键;jiàn;"key (on a piano or computer keyboard); button (on a mouse or other device); chemical bond; linchpin";5
3633;键盘;jiàn pán;keyboard;5
3634;将;jiāng;"will; shall; to use; to take; to checkmate; just a short while ago; (introduces object of main verb, used in the same way as 把[bǎ])";5
3635;将要;jiāng yào;"will; shall; to be going to";5
3636;奖励;jiǎng lì;"to reward; reward (as encouragement)";5
3637;交代;jiāo dài;"to hand over; to explain; to make clear; to brief (sb); to account for; to justify oneself; to confess; (coll.) to finish";5
3638;郊区;jiāo qū;"suburban district; outskirts; suburbs";5
3639;胶带;jiāo dài;"adhesive tape; rubber belt; recording tape";5
3640;胶水;jiāo shuǐ;glue;5
3641;脚步;jiǎo bù;"footstep; step";5
3642;接触;jiē chù;"to touch; to contact; access; in touch with";5
3643;接连;jiē lián;"on end; in a row; in succession";5
3644;解除;jiě chú;"to remove; to sack; to get rid of; to relieve (sb of their duties); to free; to lift (an embargo); to rescind (an agreement)";5
3645;解放;jiě fàng;"to liberate; to emancipate; liberation; refers to the Communists’ victory over the Nationalists in 1949";5
3646;戒;jiè;"to guard against; to exhort; to admonish or warn; to give up or stop doing sth; Buddhist monastic discipline; ring (for a finger)";5
3647;届;jiè;"to arrive at (place or time); period; to become due; classifier for events, meetings, elections, sporting fixtures, years (of graduation)";5
3648;今日;jīn rì;today;5
3649;尽管;jǐn guǎn;"despite; although; even though; in spite of; unhesitatingly; do not hesitate (to ask, complain etc); (go ahead and do it) without hesitating";5
3650;紧紧;jǐn jǐn;"closely; tightly";5
3651;尽可能;jǐn kě néng;"as far as possible; to do one’s utmost";5
3652;进化;jìn huà;evolution;5
3653;近来;jìn lái;"recently; lately";5
3654;经费;jīng fèi;"funds; expenditure";5
3655;景象;jǐng xiàng;"scene; sight (to behold)";5
3656;警告;jǐng gào;"to warn; to admonish";5
3657;竞赛;jìng sài;"race; competition";5
3658;竞争;jìng zhēng;"to compete; competition";5
3659;酒鬼;jiǔ guǐ;drunkard;5
3660;救灾;jiù zāi;"to relieve disaster; to help disaster victims";5
3661;居然;jū rán;"unexpectedly; to one’s surprise; go so far as to";5
3662;局面;jú miàn;"aspect; phase; situation";5
3663;局长;jú zhǎng;bureau chief;5
3664;举动;jǔ dòng;"act; action; activity; move; movement";5
3665;拒绝;jù jué;"to refuse; to decline; to reject";5
3666;俱乐部;jù lè bù;club (the organisation or its premises) (loanword);5
3667;剧本;jù běn;"script for play, opera, movie etc; screenplay; scenario";5
3668;决不;jué bù;"not at all; simply (can) not";5
3669;绝望;jué wàng;"to despair; to give up all hope; desperate; desperation";5
3670;军人;jūn rén;"serviceman; soldier; military personnel";5
3671;开幕;kāi mù;"to open (a conference); to inaugurate";5
3672;开幕式;kāi mù shì;opening ceremony;5
3673;看成;kàn chéng;to regard as;5
3674;看出;kàn chū;"to make out; to see";5
3675;看待;kàn dài;"to look upon; to regard";5
3676;考核;kǎo hé;"to examine; to check up on; to assess; to review; appraisal; review; evaluation";5
3677;烤肉;kǎo ròu;barbecue (lit. roast meat);5
3678;烤鸭;kǎo yā;roast duck;5
3679;靠近;kào jìn;"near; to approach";5
3680;颗;kē;classifier for small spheres, pearls, corn grains, teeth, hearts, satellites etc;5
3681;咳;ké;cough;5
3682;可;kě;"can; may; able to; to approve; to permit; to suit; (particle used for emphasis) certainly; very";5
3683;可怜;kě lián;"pitiful; pathetic; to have pity on";5
3684;可惜;kě xī;"it is a pity; what a pity; unfortunately";5
3685;渴望;kě wàng;"to thirst for; to long for";5
3686;刻;kè;"quarter (hour); moment; to carve; to engrave; to cut; oppressive; classifier for short time intervals";5
3687;客户;kè hù;"client; customer";5
3688;客气;kè qi;"polite; courteous; formal; modest";5
3689;客厅;kè tīng;"drawing room (room for arriving guests); living room";5
3690;课题;kè tí;"task; problem; issue";5
3691;肯定;kěn dìng;"to be certain; to be positive; assuredly; definitely; to give recognition; to affirm; affirmative (answer)";5
3692;空中;kōng zhōng;"in the sky; in the air";5
3693;控制;kòng zhì;"control; to exercise control over; to contain";5
3694;口号;kǒu hào;"slogan; catchphrase";5
3695;库;kù;"warehouse; storehouse; (file) library";5
3696;快活;kuài huo;"happy; cheerful";5
3697;宽度;kuān dù;width;5
3698;狂;kuáng;"mad; wild; violent";5
3699;亏;kuī;"deficiency; deficit; luckily; it’s lucky that…; (often ironically) fancy that…";5
3700;困扰;kùn rǎo;"to perplex; to disturb; to cause complications";5
3701;落;là;"to leave out; to be missing; to leave behind or forget to bring; to lag or fall behind";5
3702;来信;lái xìn;"incoming letter; send a letter here";5
3703;烂;làn;"soft; mushy; well-cooked and soft; to rot; to decompose; rotten; worn out; chaotic; messy; utterly; thoroughly; crappy; bad";5
3704;朗读;lǎng dú;to read aloud;5
3705;浪漫;làng màn;romantic;5
3706;劳动;láo dòng;"work; toil; physical labor";5
3707;梨;lí;pear;5
3708;礼;lǐ;"gift; rite; ceremony; propriety; etiquette; courtesy";5
3709;礼拜;lǐ bài;"week; religious service; worship";5
3710;礼貌;lǐ mào;"courtesy; manners";5
3711;厉害;lì hai;"difficult to deal with; difficult to endure; ferocious; radical; serious; terrible; violent; tremendous; awesome";5
3712;立;lì;"to stand; to set up; to establish; to lay down; to draw up; at once; immediately";5
3713;立场;lì chǎng;"position; standpoint";5
3714;利润;lì rùn;profits;5
3715;例外;lì wài;"exception; to be an exception";5
3716;连接;lián jiē;"to link; to join; to attach; connection; a link (on web page)";5
3717;联络;lián luò;"to get in touch with; to contact; to stay in contact (with); liaison; (math.) connection";5
3718;联想;lián xiǎng;"to associate (cognitively); to make an associative connection; mental association; word prediction and auto-complete functions of input method editing programs";5
3719;脸盆;liǎn pén;"washbowl; basin for washing hands and face";5
3720;脸色;liǎn sè;"complexion; look";5
3721;恋爱;liàn ài;"(romantic) love; in love; to have an affair";5
3722;两岸;liǎng àn;"bilateral; both shores; both sides; both coasts; Taiwan and mainland";5
3723;邻居;lín jū;"neighbor; next door";5
3724;铃;líng;(small) bell;5
3725;铃声;líng shēng;"ring; ringtone; bell stroke; tintinnabulation";5
3726;领带;lǐng dài;necktie;5
3727;令;lìng;"to order; to command; an order; warrant; writ; to cause; to make sth happen; virtuous; honorific title; season; government position (old)";5
3728;流动;liú dòng;"to flow; to circulate; to go from place to place; to be mobile; (of assets) liquid";5
3729;流通;liú tōng;"to circulate; to distribute; circulation; distribution";5
3730;漏;lòu;"to leak; to divulge; to leave out by mistake; waterclock or hourglass (old)";5
3731;漏洞;lòu dòng;"leak; hole; gap; loophole";5
3732;逻辑;luó ji;logic (loanword);5
3733;落实;luò shí;"practical; workable; to implement; to carry out; to decide";5
3734;码头;mǎ tóu;"dock; pier; wharf";5
3735;骂;mà;"to scold; to abuse; to curse";5
3736;买卖;mǎi mài;"buying and selling; business; business transactions";5
3737;漫长;màn cháng;"very long; endless";5
3738;漫画;màn huà;"caricature; cartoon; Japanese manga";5
3739;毛笔;máo bǐ;writing brush;5
3740;矛盾;máo dùn;"contradiction; conflicting views; contradictory";5
3741;冒;mào;"to emit; to give off; to send out (or up, forth); to brave; to face; reckless; to falsely adopt (sb’s identity etc); to feign; (literary) to cover";5
3742;贸易;mào yì;(commercial) trade;5
3743;煤;méi;coal;5
3744;煤气;méi qì;"coal gas; gas (fuel)";5
3745;门诊;mén zhěn;outpatient service;5
3746;迷人;mí rén;"fascinating; enchanting; charming; tempting";5
3747;迷信;mí xìn;"superstition; to have a superstitious belief (in sth)";5
3748;面貌;miàn mào;"appearance; face; features";5
3749;面子;miàn zi;"outer surface; outside; honor; reputation; face (as in “losing face”); self-respect; feelings; (medicinal) powder";5
3750;秒;miǎo;"second (unit of time); arc second (angular measurement unit); (coll.) instantly";5
3751;敏感;mǐn gǎn;"sensitive; susceptible";5
3752;明亮;míng liàng;"bright; shining; glittering; to become clear";5
3753;明明;míng míng;"obviously; plainly; undoubtedly; definitely";5
3754;命令;mìng lìng;"order; command";5
3755;模范;mó fàn;"model; fine example";5
3756;模仿;mó fǎng;"to imitate; to copy; to emulate; to mimic; model";5
3757;模糊;mó hu;"vague; indistinct; fuzzy";5
3758;模式;mó shì;"mode; method; pattern";5
3759;摩擦;mó cā;"friction; rubbing; chafing; fig. disharmony; conflict; also written 磨擦";5
3760;摩托;mó tuō;"motor (loanword); motorbike";5
